'Participant','Base Color','Trial','U','V','Direction','Frequency','Ratio','ThresholdUV','ThresholdLMS','U1','V1','L1','U2','V2','L2','R1','G1','B1','R2','G2','B2','L1','M1','S1','L2','M2','S2','ThresholdLMS_Corrected','U1_Corrected','V1_Corrected','L1_Corrected','U2_Corrected','V2_Corrected','L2_Corrected','R1_Corrected','G1_Corrected','B1_Corrected','R2_Corrected','G2_Corrected','B2_Corrected','L1_Corrected','M1_Corrected','S1_Corrected','L2_Corrected','M2_Corrected','S2_Corrected'
'mij',1,1,0.127304,0.52131,90,4,0.999469686,0.002368049,0.000751505,0.127304,0.522494024,37.50994602,0.127304,0.520125976,37.49005398,0.03647619,0.340452381,0.00902381,0.036071429,0.340380952,0.009785714,0.053345819,0.056715657,0.010690644,0.053338382,0.056819098,0.011434958,0.000987082,0.129894943,0.517448138,42.35876903,0.129920327,0.514836966,42.33826465,0.04302381,0.383142857,0.012571429,0.04252381,0.383071429,0.013571429,0.06063208,0.064302214,0.01439432,0.060630986,0.064442582,0.015371369
'mij',1,0,0.127304,0.52131,90,8,0.999642679,0.00159543,0.000516622,0.127304,0.522107715,37.50670096,0.127304,0.520512285,37.49329904,0.036428571,0.340452381,0.009142857,0.036119048,0.340404762,0.009666667,0.053348991,0.05673412,0.010807011,0.053338416,0.056804408,0.01131872,0.000610246,0.129890997,0.516990876,42.35565093,0.129903194,0.515290501,42.33913167,0.042928571,0.383142857,0.012761905,0.042595238,0.383071429,0.013380952,0.060633704,0.064331107,0.014580498,0.060625049,0.064412879,0.015185179
'mij',1,1,0.127304,0.52131,90,8,0.999525822,0.002117343,0.00068145,0.127304,0.522368672,37.50889295,0.127304,0.520251328,37.49110705,0.036452381,0.340452381,0.009047619,0.036071429,0.340404762,0.009738095,0.053343865,0.056718863,0.01071391,0.053336868,0.056814838,0.011388532,0.000869283,0.129896839,0.517317435,42.35819976,0.129918447,0.514966504,42.33883399,0.043,0.383142857,0.012642857,0.042547619,0.383071429,0.01352381,0.060634846,0.064313454,0.014464143,0.06063058,0.064435359,0.015324825
'mij',1,0,0.127304,0.52131,90,10,0.999455242,0.002432563,0.000798522,0.127304,0.522526281,37.510217,0.127304,0.520093719,37.489783,0.0365,0.340452381,0.009,0.036047619,0.340380952,0.009809524,0.053347773,0.056712451,0.010667377,0.053336428,0.056822305,0.011458225,0.000987082,0.129894943,0.517448138,42.35876903,0.129920327,0.514836966,42.33826465,0.04302381,0.383142857,0.012571429,0.04252381,0.383071429,0.013571429,0.06063208,0.064302214,0.01439432,0.060630986,0.064442582,0.015371369
'mij',1,1,0.127304,0.52131,90,10,0.999436385,0.002516789,0.000798522,0.127304,0.522568395,37.51057076,0.127304,0.520051605,37.48942924,0.0365,0.340452381,0.009,0.036047619,0.340380952,0.009809524,0.053347773,0.056712451,0.010667377,0.053336428,0.056822305,0.011458225,0.001034065,0.129904582,0.517513576,42.36017932,0.129910731,0.514772086,42.33685435,0.043047619,0.383142857,0.012547619,0.0425,0.383071429,0.013595238,0.060634034,0.064299007,0.014371053,0.060629032,0.064445788,0.015394636
'mij',1,0,0.127304,0.52131,90,15,0.998601137,0.006249942,0.002020222,0.127304,0.524434971,37.52624703,0.127304,0.518185029,37.47375297,0.036833333,0.3405,0.008380952,0.035714286,0.340333333,0.010428571,0.053353222,0.056626906,0.010062567,0.053330979,0.05690785,0.012063035,0.002513659,0.129876944,0.519556144,42.37699509,0.12993799,0.512763385,42.32003627,0.043428571,0.383214286,0.011809524,0.042119048,0.383,0.014357143,0.060639517,0.064198772,0.013650005,0.060625908,0.06455004,0.016138962
'mij',1,1,0.127304,0.52131,90,15,0.998444198,0.006951269,0.002254978,0.127304,0.524785635,37.52919401,0.127304,0.517834365,37.47080599,0.036904762,0.34052381,0.008261905,0.035642857,0.340333333,0.010547619,0.05335757,0.056613026,0.009946341,0.053329837,0.056925503,0.012179391,0.002819085,0.129871214,0.519951604,42.3787027,0.129925504,0.51237462,42.31378771,0.0435,0.383214286,0.011642857,0.04202381,0.38297619,0.0145,0.06063594,0.064173086,0.013487093,0.060619606,0.064567126,0.016278455
'mij',1,0,0.127304,0.52131,90,20,0.996653568,0.014964142,0.004815995,0.127304,0.528792071,37.56285077,0.127304,0.513827929,37.43714923,0.037595238,0.340619048,0.007,0.034904762,0.340238095,0.011880952,0.053370422,0.056438729,0.008713454,0.053315437,0.057110229,0.013482089,0.00608498,0.12983277,0.524354357,42.41572099,0.129972609,0.507965135,42.27931776,0.044333333,0.383357143,0.01002381,0.041166667,0.382857143,0.016190476,0.060645689,0.063950946,0.011905363,0.060615829,0.064804279,0.017930138
'mij',1,1,0.127304,0.52131,90,20,0.996887565,0.013916252,0.004463409,0.127304,0.528268126,37.55844911,0.127304,0.514351874,37.44155089,0.03752381,0.340595238,0.007166667,0.035,0.340238095,0.011690476,0.053370793,0.056460643,0.008876237,0.053313813,0.057081336,0.01329591,0.005638913,0.12983372,0.523749613,42.40974539,0.129971853,0.508537635,42.28529554,0.044214286,0.383333333,0.010261905,0.041285714,0.382880952,0.01597619,0.060644512,0.063983289,0.012137956,0.060619365,0.064775953,0.017720822
'mij',1,0,0.127304,0.52131,90,25,0.995836115,0.018628612,0.006014117,0.127304,0.530624306,37.57823572,0.127304,0.511995694,37.42176428,0.037928571,0.340666667,0.006404762,0.034571429,0.340190476,0.0125,0.05337823,0.056357201,0.008131922,0.053309988,0.057195774,0.014086899,0.007564576,0.129816233,0.526378542,42.43337531,0.129999274,0.506004217,42.26249559,0.044714286,0.383428571,0.009285714,0.040785714,0.382785714,0.016952381,0.060651172,0.063850711,0.011184314,0.060612705,0.064908531,0.018674464
